55,배우자,,"신한은행 196, 농협은행 100,687, 새마을금고 5,623, 경남은행 165,351",,"271,857",,,
56,장녀,,"하나은행 1,044, 신한은행 386",,"1,430",,,
57,장남,,"하나은행 1,884",,"1,884",,,
58,▶ 유가증권(소계),,,,"1,002,980",,,
59,본인,비상장주식,"일진금속공업(주) 190,000주",,"405,460",,,
60,배우자,비상장주식,"일진금속공업(주) 280,000주",,"597,520",,,
61,▶ 채무(소계),,,,"972,488",,,
62,본인,금융기관채무,"경남은행 200,000",,"200,000",,,
63,본인,건물임대채무,경상남도 창원시 성주동 루이젠하우스,,"180,000",,,
64,배우자,금융기관채무,"신한은행 92,488, 경남은행 500,000",,"592,488",,,
65,총  계,,,,"5,138,449",,,
66,소속,국회,,직위,국회의원,성명,강동원,
67,(단위 : 천원),,,,,,,
68,본인과의 관계,재산의 종류,소재지 면적 등 권리의 명세,,가  액 (실거래액),비 고,,
69,▶ 토지(소계),,,,"3,324",,,
70,본인,대지,서울특별시 종로구 청운동 52-122번지 1.20㎡,,"3,324",2011.8. 주택편입 국유지. 불하,,
71,▶ 건물(소계),,,,"445,000",,,
72,본인,단독주택,서울특별시 종로구 청운동 대지 186.10㎡ 건물 162.97㎡,,"395,000",2005.9.취득. 모기지론 대출,,
73,본인,"사무실전세(임차)권",전라북도 남원시 향교동 국민연금 2층 건물 132.00㎡,,"20,000",2012.5. 국회의원사무실임대,,
74,본인,"다가구주택전세(임차)권",전라북도 남원시 도통동 건물 40.00㎡,,"5,000",2012.5. 본인 숙소(원룸)임대,,
75,배우자,"다가구주택전세(임차)권",서울특별시 종로구 신교동 건물 86.00㎡,,"25,000",2009.5. 개인교습소 임대,,
76,▶ 부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기(소계),,,,"3,970",,,
77,배우자,자동차,"2002년식 카니발 배기량(2,978cc)",,"3,970",2002년 취득,,
78,▶ 예금(소계),,,,"21,900",,,
79,배우자,,"삼성생명보험 21,900",,"21,900",,,
80,▶ 유가증권(소계),,,,500,,,
81,본인,비상장주식,한겨레신문사 100주,,500,1987.12. 한겨레신문 주식,,
82,▶ 채무(소계),,,,"829,970",,,
83,본인,,사인간채무,,"235,000","선거펀드, 선거비용 미지급금, 출판기념회 행사, 선거비용",,
84,본인,금융기관채무,"광화문새마을금고 170,000, 하나은행 414,000",,"584,000","마이너스통장, 모기지론, 사인(인탑스)간채무변제, 가사, 선거준비",,
85,배우자,금융기관채무,"삼성생명보험 10,970",,"10,970",가사비용,,
86,▶ 골동품 및 예술품(소계),,,,"55,000",,,
87,본인,,"서예 (휘호. 민족자주, 화선지 2절Cm, 후광 김대중, 1989)",,"15,000",1989. 작가 하사품,,
88,본인,,"동양화 (월매, 62*44Cm, 월전 장우성, 1970)",,"10,000",1998. 구입,,
89,본인,,"서양화 (장수촌, 53*40Cm, 장리석, 1985)",,"10,000",1990. 구입,,
90,본인,,"동양화 (어촌의 아이들, 53*50Cm, 일랑 이종상, 1981)",,"10,000",1998. 구입,,
91,본인,,"서예 (휘호, 45*50Cm, 후광 김대중, 1986)",,"5,000",1986. 작가 하사품,,
92,본인,,"회화 (북악산의 봄, 55*60Cm, 일랑 이종상, 1986)",,"5,000",1998. 지인 구입,,
93,총  계,,,,"-300,276",,,
94,소속,국회,,직위,국회의원,성명,강석훈,
95,(단위 : 천원),,,,,,,
96,본인과의 관계,재산의 종류,소재지 면적 등 권리의 명세,,가  액 (실거래액),비 고,,
97,▶ 토지(소계),,,,"17,478",,,
98,모,답,"경상북도 봉화군 법전면 법전리 347번지 2,569.00㎡",,"8,015",,,
99,모,답,"경상북도 봉화군 법전면 척곡리 1182-1번지 1,666.00㎡",,"8,246",,,
100,모,답,경상북도 봉화군 법전면 척곡리 1182-4번지 102.00㎡,,404,,,
101,모,답,경상북도 봉화군 법전면 척곡리 162번지 162.00㎡,,813,,,
102,▶ 건물(소계),,,,"848,000",,,
103,본인,아파트,서울특별시 서초구 방배동 래미안방배에버뉴 건물 181.00㎡,,"848,000",,,
104,▶ 예금(소계),,,,"404,892",,,
105,본인,,"신영증권 22,133, 푸르덴셜생명보험 34,830, 삼성생명보험 14,292,신한금융투자(주) 4,617, 대한생명보험 10,250, 국민은행 178,732",,"264,854",,,
106,배우자,,"스탠다드차타드은행 60,478, 푸르덴셜생명보험 6,568, 삼성생명보험12,264",,"79,310",,,
107,모,,"신한은행 60,728",,"60,728",,,
108,▶ 유가증권(소계),,,,"231,496",,,
109,본인,상장주식,"한국전력 1,870주, 삼성증권 1,119주, 삼양통상 3,400주, SK브로드밴드5,418주, 맵스리얼티1 15,450주",,"231,496",,,
110,본인,"주식매수선택권","STX조선해양 1WR 44주 (행사가격: 1천원, 행사기간: 2009-08-20 ~2012-06-20)",,-,"상장폐지, 행사가격 89원500주(천원단위입력으로 인한 변경)",,
111,본인,"주식매수선택권","STX조선해양 1WR 142주 (행사가격: 1천원, 행사기간: 2009-09-20 ~2012-06-20)",,-,"상장폐지, 행사가격 89원1,600주(천원단위입력으로 인한 변경)",,
112,▶ 채무(소계),,,,"100,000",,,
113,본인,금융기관채무,"스탠다드차타드은행 100,000",,"100,000",,,
114,▶ 회원권(소계),,,,"70,000",,,
115,배우자,골프,엘레시안강촌컨트리클럽,,"70,000",부부공동명의,,
116,총  계,,,,"1,471,866",,,
117,소속,국회,,,직위,국회의원,성명,강은희
118,(단위 : 천원),,,,,,,
119,본인과의 관계,재산의 종류,소재지 면적 등 권리의 명세,,,가  액 (실거래액),비 고,
120,▶ 건물(소계),,,,,"459,200",,
121,본인,아파트,대구광역시 수성구 범어동 효성백년가약 궁 건물 139.90㎡,,,"425,000",,
122,모,단독주택,대구광역시 북구 고성동1가 대지 66.40㎡ 건물 25.29㎡,,,"34,200",,
123,▶ 부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기(소계),,,,,"14,994",,
124,본인,자동차,"2012년식 제네시스 배기량(3,342cc)",,,"14,994",리스보증금,
125,▶ 예금(소계),,,,,"259,707",,
126,본인,,"중소기업은행 38,674, 우리은행 8,403, 신한은행 4,954, 삼성생명보험18,500, 대구은행 2,346, AIA생명보험 79,067, 농협중앙회 339, 에이스생명보험 26,042",,"178,325",,,
127,배우자,,"중소기업은행 18,568, 삼성생명보험 11,760, 에이스생명보험 12,496,교보생명보험 9,500",,"52,324",,,
128,모,,"신한은행 22,138, 대구은행 1,699, 청운신용협동조합 5,221",,"29,058",,,
129,▶ 유가증권(소계),,,,"934,875",,,
130,본인,비상장주식,"위니텍 1,869,750주",,"934,875",,,
131,▶ 채무(소계),,,,"322,226",,,
132,본인,금융기관채무,"한국주택금융공사 273,000",,"273,000",주택구입,,
133,본인,기타,현대캐피탈,,"49,226",자동차잔존리스료,,
134,총  계,,,,"1,346,550",,,
135,소속,국회,,직위,국회의원,성명,경대수,
136,(단위 : 천원),,,,,,,
137,본인과의 관계,재산의 종류,소재지 면적 등 권리의 명세,,가  액 (실거래액),비 고,,
138,▶ 토지(소계),,,,"154,607",,,
139,본인,전,경기도 안양시 만안구 안양동 466-25번지 19.00㎡ 중 9.50㎡,,"4,607",1983.10.5.(취득일자),,
140,배우자,임야,"경기도 양평군 양서면 복포리 산 39-1번지 20,760.00㎡ 중 4,958.60㎡",,"150,000",2010.1.7.(취득일자),,
141,▶ 건물(소계),,,,"1,626,000",,,
142,본인,아파트,서울특별시 강남구 압구정동 구현대아파트 건물 117.91㎡,,"1,416,000",1993.4.21.(취득일자),,
143,본인,"빌딩전세(임차)권",서울특별시 서초구 서초3동 한승아스트라 2 빌딩 건물 105.00㎡,,"100,000",,,
144,본인,"아파트전세(임차)권",충청북도 음성군 금왕읍 무극리 유수장미아파트 건물 59.34㎡,,"10,000",,,
145,배우자,"아파트전세(임차)권",서울특별시 강남구 압구정동 신현대아파트 건물 183.41㎡,,"100,000",,,
146,▶ 부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기(소계),,,,"55,430",,,
147,본인,자동차,"2012년식 YF쏘나타 2.0(하이브리드) 배기량(1,999cc)",,"32,950",2012.5.10.(36개월 할부 취득),,
148,본인,자동차,"2006년식 뉴에쿠스 배기량(4,500cc)",,"22,480",리스계약 종료에 따라 소유권이전,,
149,▶ 예금(소계),,,,"295,617",,,
150,본인,,"신한은행 47,703, 삼성생명보험 1,000, 국민은행 9,122, 케이디비생명보험 3,000, 하나은행 80,212, 삼성화재해상보험 1,318,LIG손해보험 1,228, 스탠다드차타드은행 3",,"143,586",질권설정,,
151,배우자,,"스탠다드차타드은행 13,773, LIG손해보험 550, 하나은행 41, 국민은행10, 삼성화재해상보험 422, 신한은행 8, 대한생명보험 25,400, 삼성생명보험 104,646, 우리은행 3,799, 라이나생명보험 3,382",,"152,031",3년마다 갱신되는 상품,,
152,▶ 채무(소계),,,,"1,173,530",,,
153,본인,금융기관채무,"신한은행 300,000, 우리은행 300,000, 하나은행 70,000",,"670,000",,,
154,본인,건물임대채무,서울특별시 강남구 압구정동 구현대아파트,,"470,000",전세보증금,,
155,배우자,금융기관채무,"스탠다드차타드은행 33,530",,"33,530",,,
156,총  계,,,,"958,124",,,
157,소속,국회,,직위,국회의원,성명,고희선,
158,(단위 : 천원),,,,,,,
159,본인과의 관계,재산의 종류,소재지 면적 등 권리의 명세,,가  액 (실거래액),비 고,,
160,▶ 토지(소계),,,,"8,275,376",,,
161,본인,전,"경기도 안산시 상록구 사사동 386-2번지 2,288.00㎡",,"196,310",,,
162,본인,전,"경기도 안산시 상록구 사사동 387-1번지 1,379.00㎡",,"128,937",,,
163,본인,전,"경기도 용인시 기흥구 보라동 357-3번지 1,069.00㎡",,"535,569",,,
164,본인,전,"경기도 용인시 기흥구 보라동 372번지 3,650.00㎡",,"1,722,800",,,
165,본인,전,경기도 화성시 매송면 송라리 184-6번지 813.00㎡,,"140,649",,,
166,본인,전,"전라남도 신안군 압해면 복용리 105-1번지 1,660.00㎡",,"16,534",,,
167,본인,전,전라남도 신안군 압해면 복용리 105-3번지 860.00㎡,,"8,325",,,
168,본인,전,"전라남도 신안군 압해면 복용리 105-6번지 3,000.00㎡",,"29,040",,,
169,본인,전,"전라남도 신안군 압해면 복용리 106-1번지 1,734.00㎡",,"16,785",,,
170,본인,답,"경기도 안산시 상록구 사사동 385번지 4,661.00㎡",,"370,550",,,
171,본인,답,"경기도 안산시 상록구 사사동 386-1번지 3,448.00㎡",,"298,597",,,
172,본인,답,"경기도 안산시 상록구 사사동 388-1번지 7,008.00㎡",,"606,893",,,
173,본인,답,"경기도 안산시 상록구 사사동 388-2번지 2,043.00㎡",,"176,924",,,
174,본인,답,"경기도 안산시 상록구 사사동 388-3번지 2,357.00㎡",,"204,116",,,
175,본인,답,경기도 안산시 상록구 사사동 389번지 588.00㎡,,"46,746",,,
176,본인,답,"경기도 안산시 상록구 사사동 390번지 2,866.00㎡",,"267,971",,,
177,본인,임야,경기도 화성시 매송면 송라리 184-7번지 619.00㎡,,"56,639",,,
178,본인,임야,"경기도 화성시 매송면 송라리 184-8번지 1,600.00㎡",,"144,800",,,
179,본인,임야,경기도 화성시 매송면 송라리 184-14번지 108.00㎡,,"11,988",,,
180,본인,임야,"경기도 화성시 매송면 송라리 산 36번지 2,479.00㎡",,"30,740",,,
181,본인,임야,"경기도 화성시 매송면 송라리 산 61-1번지 34,807.00㎡",,"553,431",,,
182,본인,임야,경기도 화성시 매송면 송라리 산 61-11번지 637.00㎡,,"12,167",,,
183,본인,임야,경기도 화성시 매송면 야목리 산 27-1번지 893.30㎡,,"14,382",,,
184,본인,도로,경기도 화성시 매송면 송라리 184-9번지 139.00㎡,,"7,979",,,
185,본인,대지,경기도 안산시 상록구 사사동 447-11번지 199.00㎡,,"103,480",,,
186,본인,대지,경기도 안산시 상록구 사사동 447-10번지 395.00㎡,,"199,080",,,
187,본인,대지,경기도 안산시 상록구 사사동 447-9번지 130.00㎡,,"66,170",,,
188,본인,대지,경기도 용인시 기흥구 보라동 546-1번지 131.00㎡,,"28,951",,,
189,본인,대지,경기도 용인시 기흥구 보라동 358번지 625.00㎡,,"405,000",,,
190,본인,대지,경기도 화성시 매송면 송라리 184-15번지 13.00㎡,,"1,547",,,
191,본인,임야,"경기도 화성시 매송면 송라리 184-16번지 2,886.00㎡",,"46,465",,,
192,본인,임야,경기도 화성시 매송면 송라리 184-17번지 69.00㎡,,"6,314",,,
193,본인,임야,경기도 화성시 매송면 송라리 18-18번지 767.00㎡,,"12,349",,,
194,본인,전,강원도 평창군 대관령면 횡계리 245-38번지 285.00㎡,,"13,253",,,
195,본인,전,강원도 평창군 대관령면 횡계리 245-39번지 293.00㎡,,"13,625",,,
196,본인,전,강원도 평창군 대관령면 횡계리 245-40번지 180.00㎡,,"8,370",,,
197,본인,전,"강원도 평창군 대관령면 횡계리 245-4번지 2,715.00㎡",,"126,248",,,
198,본인,전,"강원도 평창군 대관령면 횡계리 245-5번지 5,469.00㎡",,"254,309",,,
199,본인,전,"강원도 평창군 대관령면 횡계리 245-8번지 4,220.00㎡",,"196,230",,,
200,본인,전,강원도 평창군 대관령면 횡계리 245-9번지 707.00㎡,,"32,876",,,
201,본인,전,강원도 평창군 대관령면 횡계리 245-10번지 783.00㎡,,"36,410",,,
202,본인,전,"전라남도 신안군 압해면 복용리 105-2번지 2,160.00㎡",,"20,909",,,
203,본인,임야,"강원도 평창군 대관령면 횡계리 산 93-2번지 3,571.00㎡",,"12,070",,,
204,본인,임야,"강원도 평창군 대관령면 횡계리 산 93-3번지 2,971.00㎡",,"10,280",,,
205,본인,대지,경기도 안산시 상록구 사사동 447-34번지 91.00㎡,,"45,864",,,
206,본인,대지,경기도 안산시 상록구 사사동 447-28번지 2.00㎡,,"1,008",,,
207,본인,도로,경기도 용인시 기흥구 보라동 357-2번지 106.00㎡,,"23,426",,,
208,본인,도로,경기도 수원시 장안구 정자동 7-34번지 13.00㎡,,"3,003",,,
209,본인,답,전라남도 신안군 압해읍 복룡리 80-2번지 382.00㎡,,"6,456",,,
210,본인,대지,경기도 안산시 상록구 사사동 387-2번지 674.00㎡,,"313,410",,,
211,본인,대지,경기도 화성시 매송면 송라리 184-10번지 330.00㎡,,"64,680",,,
212,배우자,임야,경기도 용인시 처인구 운학동 산 91-17번지 383.45㎡,,"5,253",,,
213,배우자,임야,"경기도 여주군 점동면 관한리 산 1-65번지 285,469.00㎡",,"619,468",,,
214,▶ 건물(소계),,,,"919,156",,,
215,본인,근린생활시설,경기도 안산시 상록구 사사동 대지 674.00㎡ 건물 163.30㎡,,"11,156",,,
216,본인,단독주택,경기도 화성시 매송면 송라리 대지 330.00㎡ 건물 172.62㎡,,"104,000",,,
217,배우자,아파트,경기도 수원시 영통구 망포동 동수원엘지빌리지1차 건물 168.43㎡,,"416,000",,,
218,배우자,아파트,경기도 수원시 팔달구 우만동 현대아파트 건물 126.45㎡,,"388,000",,,
219,▶ 부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기(소계),,,,"55,000",,,
220,본인,자동차,"2012년식 그랜드카니발 배기량(2,900cc)",,"31,150",,,
221,배우자,자동차,"2006년식 그랜저TG 배기량(3,342cc)",,"14,660",,,
222,사녀,자동차,"2007년식 아반떼XD 배기량(1,600cc)",,"9,190",,,
223,▶ 예금(소계),,,,"2,521,174",,,
224,본인,,"신한은행 156, 외환은행 63, 삼성생명보험 13,366, 삼성증권 603,476, 씨티은행 3,368, 농협중앙회 76,153, 하나대투증권 1,114,726",,"1,811,308",,,
225,배우자,,"스탠다드차타드은행 545,661, 삼성화재해상보험 5,690, 농협중앙회5,000, 한화손해보험 7,920, 농협은행 5",,"564,276",,,
226,모,,"농협은행 40,000, 농협중앙회 105,590",,"145,590",,,
227,▶ 유가증권(소계),,,,"111,855,284",,,
228,본인,상장주식,"농우바이오 7,900,000주",,"102,305,000",,,
229,본인,국채,국민주택1종03-10 1주,,"57,341",,,
230,본인,비상장주식,"농업법인그린텍(주) 21,000주, 경인일보 5,627주, (주)농우그린텍194,000주, PT.KOREANA SEED INDONESIA 1주, 농우개발(주) 1,434,000주, 피피에스(주) 2,000주, 매송단위농협 1주",,"8,493,443",,,
231,배우자,상장주식,"농우바이오 50,000주",,"647,500",,,
232,배우자,비상장주식,"피피에스(주) 1,000주, 농우그린텍(주) 2,000주",,"15,000",,,
233,사녀,비상장주식,"피피에스 1,400주, 농우개발(주) 66,000주",,"337,000",,,
234,▶ 채권(소계),,,,"2,620,000",,,
235,본인,,사인간채권,,"2,620,000",,,
236,▶ 회원권(소계),,,,"356,000",,,
237,본인,골프,양지파인리조트,,"35,000",,,
238,본인,골프,프라자,,"43,000",,,
239,본인,골프,비에이비스타컨트리클럽,,"133,000",,,
240,본인,골프,파인벨리,,"67,000",,,
241,배우자,골프,양지파인리조트,,"35,000",,,
242,배우자,골프,프라자,,"43,000",,,
243,▶ 고지거부 및 등록제외사항(소계),,,,0,,,
244,장남,,고지거부,,-,독립생계유지,,
245,총  계,,,,"126,601,990",,,
246,소속,국회,,직위,국회의원,성명,권은희,
247,(단위 : 천원),,,,,,,
248,본인과의 관계,재산의 종류,소재지 면적 등 권리의 명세,,가  액 (실거래액),비 고,,
249,▶ 토지(소계),,,,"19,048",,,
250,본인,잡종지,전라남도 무안군 운남면 연리 1532-101번지 892.00㎡,,"6,395",,,
251,본인,답,전라남도 무안군 운남면 연리 1588-14번지 991.00㎡,,"7,531",,,
252,본인,임야,경기도 여주군 산북면 백자리 산 6번지 775.00㎡,,"5,122",,,
253,▶ 건물(소계),,,,"465,000",,,
254,본인,아파트,경기도 용인시 수지구 죽전1동 벽산빌라트 건물 173.00㎡,,"385,000",,,
255,본인,"단독주택전세(임차)권",경기도 여주군 산북면 용담리 대지 552.00㎡ 건물 104.00㎡,,"50,000",,,
256,본인,"아파트전세(임차)권",대구광역시 북구 칠성동2가 칠성휴먼시아 건물 84.84㎡,,"30,000",,,
257,▶ 부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기(소계),,,,"5,000",,,
258,배우자,자동차,"2005년식 소나타 배기량(1,998cc)",,"5,000",,,
259,▶ 예금(소계),,,,"442,023",,,
260,본인,,"중소기업은행 386,044, 국민은행 7,267",,"393,311",,,
261,배우자,,"국민은행 3,000, 삼성생명보험 6,804, 미래에셋생명보험 14,508,미래에셋증권 24,400",,"48,712",,,
262,▶ 유가증권(소계),,,,"223,175",,,
263,본인,상장주식,"엠텍비젼 585주, KTcs 470주, 온세텔레콤 63,012주, 케이티스 400주,다원시스 2,000주",,"41,515",,,
264,배우자,상장주식,"잼백스앤카엘 5,000주",,"181,000",,,
265,배우자,비상장주식,케이티 파워텔 132주,,660,,,
266,▶ 채무(소계),,,,"17,339",,,
267,배우자,금융기관채무,"중소기업은행 17,339",,"17,339",마이너스 통장,,
268,▶ 회원권(소계),,,,"17,078",,,
269,본인,콘도미니엄,평창 동야루,,"9,800",,,
270,본인,골프,한라산 컨트리클럽,,"7,278",,,
271,총  계,,,,"1,153,985",,,
272,소속,국회,,직위,국회의원,성명,길정우,
273,(단위 : 천원),,,,,,,
274,본인과의 관계,재산의 종류,소재지 면적 등 권리의 명세,,가  액 (실거래액),비 고,,
275,▶ 토지(소계),,,,"141,098",,,
276,본인,임야,"경기도 안성시 삼죽면 내장리 산 77-1번지 16,959.00㎡",,"141,098",,,
277,▶ 건물(소계),,,,"632,878",,,
278,본인,"아파트전세(임차)권",서울특별시 양천구 목1동 목동7단지아파트 건물 66.10㎡,,"60,000",월임대 90만원,,
279,배우자,아파트,서울특별시 영등포구 대림3동 현대3차아파트 건물 184.80㎡,,"465,000",,,
280,배우자,오피스텔,서울특별시 강남구 논현동 운현오피스텔 건물 43.29㎡,,"107,878",,,
281,▶ 부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기(소계),,,,"53,183",,,
282,본인,자동차,"2010년식 그랜드카니발 리무진 배기량(2,200cc)",,"31,000",예금잔액으로 (2012.5.18)구입,,
283,배우자,자동차,"2002년식 에쿠스 배기량(3,500cc)",,"7,320",,,
284,배우자,자동차,"2012년식 레이 배기량(1,000cc)",,"14,863",예금잔액으로 (2012.5.7)구입,,
285,▶ 예금(소계),,,,"194,549",,,
286,본인,,"삼성생명보험 25,407, 우리은행 3,190, 국민은행 6, 농협중앙회 10,한국산업은행 120,000, 하나은행 15,910, 삼성화재해상보험 2,972",,"167,495",,,
287,배우자,,"삼성생명보험 23,001, 씨티은행 1,597, 외환은행 2,456",,"27,054",납입만기(2004.1.18),,
288,▶ 유가증권(소계),,,,"398,050",,,
289,배우자,비상장주식,"영진운수 1,210주, 영진공사 78,400주",,"398,050",,,
290,▶ 채무(소계),,,,"169,927",,,
291,본인,금융기관채무,"하나은행 169,927",,"169,927","마이너스통장, 선거자금 대출",,
292,▶ 고지거부 및 등록제외사항(소계),,,,0,,,
293,부,,고지거부,,-,독립생계유지,,
294,모,,고지거부,,-,독립생계유지,,
295,장남,,고지거부,,-,독립생계유지,,
296,총  계,,,,"1,249,831",,,
297,소속,국회,,직위,국회의원,성명,김경협,
298,(단위 : 천원),,,,,,,
299,본인과의 관계,재산의 종류,소재지 면적 등 권리의 명세,,가  액 (실거래액),비 고,,
300,▶ 토지(소계),,,,"26,962",,,
301,본인,답,인천광역시 강화군 내가면 고천리 1339-3번지 793.00㎡,,"26,962",,,
302,▶ 건물(소계),,,,"322,000",,,
303,본인,연립주택,"경기도 부천시 원미구 원미동 대지 1,230.00㎡ 중 44.00㎡ 건물 358.68㎡중 51.24㎡",,"78,000",,,
304,본인,연립주택,"경기도 시흥시 신천동 대지 225.70㎡ 중 28.21㎡ 건물 131.44㎡ 중58.70㎡",,"74,000",,,
305,본인,"아파트전세(임차)권",경기도 부천시 원미구 춘의동 우민늘사랑아파트2차 건물 422.35㎡,,"170,000",현거주지,,
306,▶ 예금(소계),,,,"53,169",,,
307,본인,,"우리은행 5,688, 국민은행 3,864, 한화증권 5,920, 동부화재해상보험2,960",,"18,432",,,
308,배우자,,"KB생명보험 3,450, 미래에셋생명보험 16,211",,"19,661",,,
309,장남,,"미래에셋생명보험 7,538",,"7,538",,,
310,차남,,"미래에셋생명보험 7,538",,"7,538",,,
311,▶ 유가증권(소계),,,,"19,846",,,
312,본인,상장주식,"쎄니트 2,151주, 디지텍시스템스 1,400주",,"19,846",,,
313,▶ 채무(소계),,,,"197,000",,,
314,본인,금융기관채무,"부천제일새마을금고 84,000, 남부천신용협동조합 82,000",,"166,000",,,
315,본인,건물임대채무,경기도 시흥시 신천동 정석아트빌,,"25,000",,,
316,본인,건물임대채무,경기도 부천시 원미구 원미동 제비,,"6,000",,,
317,총  계,,,,"224,977",,,
318,소속,국회,,직위,국회의원,성명,김관영,
319,(단위 : 천원),,,,,,,
320,본인과의 관계,재산의 종류,소재지 면적 등 권리의 명세,,가  액 (실거래액),비 고,,
321,▶ 건물(소계),,,,"1,133,900",,,
322,본인,"아파트전세(임차)권",전라북도 군산시 수송동 세영리첼아파트 건물 112.00㎡,,"140,000",,,
323,본인,"아파트(분양권)",서울특별시 영등포구 당산동4가 건물 84.90㎡,,"77,900",,,
324,배우자,"아파트전세(임차)권",서울특별시 송파구 잠실2동 잠실엘스아파트 건물 145.20㎡,,"100,000",,,
